P011	0.9983835,0.022029698,0.96576834,0.033694983,0.9956633,0.89094985,0.98261696,0.98173577,0.99967444,0.9613745
P096	0.9948768,0.09590697,0.95174587,0.06750929,0.981835,0.77620524,0.96514237,0.98037153,0.9987991,0.87598383
P097	0.9974615,0.08126938,0.9688808,0.05895251,0.9873232,0.7874732,0.9803841,0.9902433,0.9995015,0.88680345
P041	0.99998,0.0028989017,0.99645257,0.0031820238,0.9999357,0.9508437,0.9982166,0.9985336,0.999999,0.9966544
P043	1.0,6.988691e-05,0.99993145,7.78301e-05,1.0,0.9929222,0.99998534,0.9999919,1.0,0.99989486
P052	0.9989254,0.023008555,0.96635294,0.023257047,0.9981297,0.88156205,0.983098,0.9750031,0.99977505,0.97743416
P062	0.9725102,0.1862292,0.8282011,0.23481706,0.9369699,0.6524775,0.9064449,0.9345784,0.9863482,0.77928096
P068	0.99990404,0.00528726,0.99088776,0.006913841,0.9997449,0.9387567,0.9958596,0.9950465,0.9999907,0.9936678
P069	0.9998112,0.010015041,0.9872352,0.014221013,0.99949515,0.9199327,0.9959207,0.9942405,0.99997747,0.9865022
P007	0.9976927,0.06028679,0.95510316,0.06663144,0.9889128,0.79309374,0.9749751,0.9884455,0.99943674,0.91524017
P027	0.99976707,0.02451688,0.99160933,0.016831785,0.998927,0.863999,0.99500567,0.9973482,0.99998033,0.9710322
P037	0.99987257,0.009154588,0.9855647,0.009890109,0.9996911,0.9295044,0.99611634,0.99262846,0.9999804,0.9905355
P008	0.9998367,0.003940761,0.98751664,0.008486748,0.99964774,0.94968045,0.9947204,0.9914851,0.9999809,0.99377555
P012	0.9999965,0.0029216409,0.99923503,0.0028761625,0.9999671,0.9505358,0.9996858,0.99989635,1.0,0.99384034
P018	0.99999964,0.00032636523,0.99946606,0.00038561225,0.9999976,0.98528683,0.9998269,0.9998443,1.0,0.9995675
P021	1.0,9.7154625e-06,0.99998546,1.47330575e-05,1.0,0.9980406,0.99999774,0.9999981,1.0,0.99997586
P023	0.999846,0.0076204836,0.98911923,0.01003629,0.9994577,0.9337517,0.9956446,0.99496114,0.9999815,0.9886558
P030	0.99996126,0.004447371,0.9955441,0.004694015,0.9997791,0.9425034,0.99731195,0.9985745,0.99999744,0.9933704
P032	0.99281716,0.047121823,0.90864944,0.07836503,0.9815566,0.8504791,0.94464207,0.9492688,0.99713594,0.9279225
P034	0.99013704,0.0749073,0.90081,0.11060524,0.98825336,0.7720264,0.955084,0.92980003,0.996791,0.92157674
P042	0.999991,0.0035701692,0.99756277,0.0036508143,0.9999169,0.94646674,0.9990778,0.99959993,0.9999995,0.9945757
P059	0.9999987,0.0007362366,0.99934673,0.00077682734,0.99997663,0.98442656,0.99977946,0.99987084,1.0,0.99783754
P109	1.0,6.702953e-05,0.9999406,5.7133897e-05,1.0,0.9942833,0.9999877,0.9999919,1.0,0.9998922
P050	0.9952804,0.07551047,0.939106,0.05290982,0.99054956,0.7699599,0.94951445,0.9631174,0.99879396,0.9372808
P075	0.9999852,0.0058709085,0.9963027,0.004050106,0.9999004,0.9396361,0.99888545,0.99910486,0.9999989,0.9937285
P002	0.9990668,0.01894468,0.97484696,0.023768187,0.99681,0.8735844,0.9796467,0.9878565,0.9998418,0.97568744
P055	0.99999726,0.00045970082,0.9981539,0.0012117028,0.99998796,0.9847659,0.9996105,0.99928313,1.0,0.9990796
P040	0.99585307,0.8076881,0.026121974,0.9908143,0.050109237,0.72682554,0.0028679073,0.011769265,0.13238817,0.3474837
P044	0.99998647,0.9315467,0.00056409836,0.99995846,0.0012378097,0.91084754,6.8664745e-06,0.00021538138,0.01657924,0.23350736
P101	0.9848393,0.76886225,0.07001579,0.9694462,0.11821678,0.68542945,0.010523766,0.035010666,0.21138477,0.42539242
P049	0.99980986,0.88481194,0.0032089055,0.99953836,0.0062796474,0.8475654,0.00010671778,0.001406461,0.04227212,0.2826249
P053	0.99997306,0.92495126,0.0007715523,0.9999141,0.0019996762,0.88000154,1.4172292e-05,0.00024858117,0.020961106,0.20798501
P060	0.9985292,0.83606964,0.013126045,0.9967159,0.024679571,0.7772989,0.00093877316,0.006041199,0.09084082,0.33104557
P070	0.99997276,0.9278708,0.0009560883,0.9999176,0.002170235,0.8957567,1.2559979e-05,0.00033771992,0.022488177,0.26233363
P061	0.99295604,0.7795205,0.04138419,0.98735416,0.061344475,0.7393234,0.00465402,0.024520963,0.15365025,0.41581187
P110	0.9995706,0.8754555,0.0065270066,0.9989538,0.012465537,0.83188546,0.00023156404,0.002820611,0.062240154,0.34120792
P014	0.9951379,0.778725,0.02726692,0.99087965,0.043655008,0.7347691,0.0037094355,0.015745163,0.12747613,0.34533757
